Order_ID,Order_Date,Delivery_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Product_ID,Product_Name,Category,Brand,Quantity,Unit_Price,Discount,Shipping_Charge,GST,Total_Amount,Payment_Mode,Payment_Status,Delivery_Partner,Delivery_Status,Return_Reason,Customer_Rating
ORD000275,17-10-2024,23-10-2024,C174,Customer 332,Male,46,Chennai,Tamil Nadu,P062,Yoga Mat,Sports,Boat,5,11361,5000,355,18,61548.8,Wallet,,XpressBees,Returned,Damaged,4
ORD000276,01-07-2024,,C461,Customer 486,Female,42,pune,Maharashtra,P038,Cookware,Home & Kitchen,LG,1,53612,0,434,5,56748.3,COD,,Delhivery,Cancelled,,3
ORD000277,01-10-2024,,C358,Customer 14,Male,18,Bengaluru,Karnataka,P019,Earbuds,Electronics,LG,2,96100,500,412,18,226692.16,Google Pay,Paid,Blue Dart,Cancelled,,3
ORD000278,22-08-2025,23-08-2025,C271,Customer 313,Male,20,Pune,Maharashtra,P186,Rice,Grocery,Puma,1,90825,0,305,12,102065.6,Card,,XpressBees,Delivered,,5
ORD000279,13-01-2025,,C220,Customer 204,Female,29,Chennai,Tamil Nadu,P038,Oil,Grocery,Samsung,5,137074,0,434,12,768100.48,Card,,Delhivery,Cancelled,,
ORD000280,02-02-2024,,C072,Customer 13,Male,34,Mumbai,Maharashtra,P025,Phone,Electronics,Boat,1,39194,1000,41,12,42823.2,COD,,Ecom Express,In Transit,,4
ORD000281,01-07-2025,,C246,Customer 485,Male,33,Bengaluru,Karnataka,P153,Phone,Electronics,LG,2,6308,0,51,5,13300.35,Google Pay,,Delhivery,Cancelled,,5
ORD000282,30-01-2024,31-01-2024,C172,Customer 280,Male,62,Chennai,Tamil Nadu,P073,Cricket Bat,Sports,Nike,3,104401,0,349,12,351178.24,Net Banking,Paid,xpressbees,Delivered,,5
ORD000283,11-08-2025,17-08-2025,C435,Customer 459,Female,18,pune,Maharashtra,P175,Bottle,Home & Kitchen,LG,5,43510,1000,212,5,227600.1,Net Banking,Pending,Blue Dart,Delivered,,4
ORD000284,12-11-2024,18-11-2024,C347,Customer 140,Male,58,Pune,Maharashtra,P067,Earbuds,Electronics,Puma,5,23753,5000,223,5,119687.4,UPI,Paid,xpressbees,Delivered,,5
ORD000285,10-04-2025,,C294,Customer 68,Female,48,Mumbai,Maharashtra,P196,Lipstick,Beauty,LG,1,24222,1000,469,12,26533.92,Card,Pending,Ecom Express,Cancelled,,4
ORD000286,19-11-2024,,C066,Customer 131,Female,49,Bengaluru,Karnataka,P077,Football,Sports,Puma,1,50682,1000,370,5,52554.6,Wallet,Pending,Delhivery,Cancelled,,5
ORD000287,26-02-2025,04-03-2025,C317,Customer 483,Female,50,Delhi,Delhi,P131,Cookware,Home & Kitchen,Apple,2,128575,5000,28,5,264786.9,COD,Pending,Blue Dart,Returned,Size Issue,3
ORD000288,13-10-2024,16-10-2024,C401,Customer 214,Female,58,Mumbai,Maharashtra,P115,Mixer,Home & Kitchen,Nike,3,6704,1000,309,5,20392.05,Net Banking,Paid,Ecom Express,Delivered,,5
ORD000289,18-06-2025,19-06-2025,C142,Customer 190,Female,55,pune,Maharashtra,P025,T-Shirt,Fashion,Lakme,2,44009,1000,79,18,102774.46,Net Banking,Paid,Delhivery,Returned,Size Issue,4
ORD000290,15-05-2025,,C339,Customer 363,Male,55,Pune,Maharashtra,P182,Cookware,Home & Kitchen,Nike,3,61195,5000,351,18,211144.48,UPI,Paid,Blue Dart,Cancelled,,4
ORD000291,23-11-2024,,C405,Customer 421,Female,57,Chennai,Tamil Nadu,P191,Laptop,Electronics,Lakme,4,103773,0,263,12,465197.6,Wallet,Pending,xpressbees,In Transit,,3
ORD000292,27-04-2025,03-05-2025,C440,Customer 376,Male,54,Chennai,Tamil Nadu,P168,Earbuds,Electronics,Samsung,3,80936,1000,216,12,271066.88,Card,,Ecom Express,Returned,Wrong Product,5
ORD000293,13-07-2024,15-07-2024,C483,Customer 314,Female,28,pune,Maharashtra,P187,Jeans,Fashion,Lakme,3,54356,5000,69,12,177113.44,Net Banking,Paid,Delhivery,Delivered,,5
ORD000294,19-05-2024,,C413,Customer 103,Male,70,Bengaluru,Karnataka,P092,Sugar,Grocery,Lakme,1,116652,500,213,12,130328.8,Card,,Blue Dart,Cancelled,,4
ORD000295,08-02-2024,09-02-2024,C038,Customer 216,Male,43,Delhi,Delhi,P059,Rice,Grocery,Apple,4,111942,5000,384,12,496330.24,Google Pay,Pending,Delhivery,Returned,Size Issue,3
ORD000296,10-09-2025,,C181,Customer 313,Male,62,Bengaluru,Karnataka,P181,Laptop,Electronics,Nike,1,32057,0,328,12,36271.2,Card,Paid,xpressbees,Cancelled,,5
ORD000297,12-09-2024,16-09-2024,C326,Customer 114,Female,32,Chennai,Tamil Nadu,P061,Cricket Bat,Sports,Boat,2,145074,1000,351,18,341608.82,COD,Paid,Ecom Express,Returned,Size Issue,4
ORD000298,04-08-2025,,C360,Customer 22,Male,43,Hyderabad,Telangana,P057,Cricket Bat,Sports,LG,1,80173,500,54,12,89294.24,UPI,,Delhivery,Cancelled,,4
ORD000299,20-09-2025,,C478,Customer 473,Male,21,Hyderabad,Telangana,P047,Jeans,Fashion,Lakme,2,119066,1000,70,12,265666.24,Wallet,,Blue Dart,Cancelled,,3
ORD000300,22-04-2024,26-04-2024,C173,Customer 184,Male,42,pune,Maharashtra,P077,Rice,Grocery,Samsung,2,43168,5000,12,12,91109.76,Wallet,,xpressbees,Returned,Wrong Product,4
ORD000301,10-01-2025,,C463,Customer 448,Female,23,Bengaluru,Karnataka,P078,Shoes,Fashion,Puma,3,4925,5000,75,18,11623,Wallet,Paid,xpressbees,In Transit,,5
ORD000302,05-09-2025,12-09-2025,C232,Customer 122,Female,60,pune,Maharashtra,P004,T-Shirt,Fashion,Apple,4,118825,500,106,12,531894.72,Net Banking,Paid,xpressbees,Returned,Damaged,4
ORD000303,23-08-2024,30-08-2024,C331,Customer 239,Male,35,Delhi,Delhi,P077,Shampoo,Beauty,Boat,5,34764,500,461,18,205061.58,COD,,xpressbees,Returned,Wrong Product,5
ORD000304,01-08-2024,06-08-2024,C045,Customer 43,Female,23,Bengaluru,Karnataka,P055,Face Wash,Beauty,Lakme,4,107588,5000,359,18,502338.98,Card,,xpressbees,Delivered,,4
ORD000305,14-04-2024,,C285,Customer 50,Male,51,Hyderabad,Telangana,P092,Mixer,Home & Kitchen,Puma,2,137896,5000,149,12,303453.92,COD,Paid,xpressbees,Cancelled,,3
ORD000306,07-08-2024,,C437,Customer 470,Male,24,Pune,Maharashtra,P176,Shampoo,Beauty,Apple,3,110281,5000,186,12,365152.48,Card,,Delhivery,In Transit,,4
ORD000307,20-02-2025,24-02-2025,C270,Customer 64,Male,37,Delhi,Delhi,P078,Cricket Bat,Sports,Lakme,5,8806,0,441,18,52475.78,Net Banking,Paid,Delhivery,Delivered,,4
ORD000308,04-04-2024,09-04-2024,C103,Customer 144,Male,51,pune,Maharashtra,P087,Shampoo,Beauty,Boat,3,136950,5000,55,5,426200.25,Wallet,,XpressBees,Returned,Wrong Product,4
ORD000309,11-09-2025,17-09-2025,C388,Customer 58,Female,61,Bengaluru,Karnataka,P176,T-Shirt,Fashion,Boat,3,16136,1000,282,5,50074.5,COD,Paid,XpressBees,Delivered,,4
ORD000310,31-10-2025,04-11-2025,C068,Customer 279,Female,52,Delhi,Delhi,P084,Face Wash,Beauty,Samsung,1,26824,1000,434,5,27570.9,Card,Paid,Ecom Express,Returned,Wrong Product,3
ORD000311,29-06-2025,04-07-2025,C256,Customer 238,Male,69,Bengaluru,Karnataka,P122,Lipstick,Beauty,Samsung,4,66959,0,470,12,300502.72,Wallet,Paid,Ecom Express,Delivered,,3
ORD000312,24-12-2025,,C243,Customer 374,Female,58,pune,Maharashtra,P144,Shoes,Fashion,Boat,4,131965,500,340,12,591024,Net Banking,,Delhivery,In Transit,,3
ORD000313,01-04-2025,,C123,Customer 301,Female,65,Hyderabad,Telangana,P173,Phone,Electronics,Nike,4,88405,0,382,18,417722.36,Card,Pending,xpressbees,Cancelled,,5
ORD000314,08-11-2025,09-11-2025,C437,Customer 74,Male,27,Pune,Maharashtra,P120,Lipstick,Beauty,Apple,1,104755,1000,477,18,122993.76,Card,,Blue Dart,Returned,Damaged,5
ORD000315,15-12-2024,,C256,Customer 460,Male,59,Bengaluru,Karnataka,P058,Bottle,Home & Kitchen,Boat,5,5626,0,428,5,29985.9,Wallet,Paid,XpressBees,Cancelled,,3
ORD000316,23-09-2024,28-09-2024,C300,Customer 280,Male,64,Hyderabad,Telangana,P195,T-Shirt,Fashion,Puma,5,74999,5000,377,5,388890.6,Card,,XpressBees,Delivered,,5
ORD000317,28-01-2024,31-01-2024,C381,Customer 226,Male,38,Chennai,Tamil Nadu,P064,Mixer,Home & Kitchen,Samsung,5,94471,0,173,18,557583.04,Google Pay,Pending,Ecom Express,Delivered,,4
ORD000318,13-09-2024,16-09-2024,C125,Customer 29,Male,61,pune,Maharashtra,P178,Bottle,Home & Kitchen,Boat,4,51396,1000,340,18,241810.32,Google Pay,Paid,Delhivery,Returned,Wrong Product,5
ORD000319,31-01-2025,,C067,Customer 57,Male,66,Bengaluru,Karnataka,P096,Cookware,Home & Kitchen,Lakme,4,48127,1000,42,18,226029,COD,Pending,XpressBees,In Transit,,3
ORD000320,18-08-2024,,C480,Customer 77,Male,37,Delhi,Delhi,P032,Football,Sports,Puma,3,6951,500,99,5,21474.6,Card,,XpressBees,In Transit,,5
ORD000321,10-02-2025,17-02-2025,C332,Customer 313,Male,42,Bengaluru,Karnataka,P015,Earbuds,Electronics,Boat,1,70182,1000,267,5,72921.45,UPI,Paid,Blue Dart,Delivered,,3
ORD000322,03-07-2025,,C048,Customer 458,Female,70,Pune,Maharashtra,P188,Cricket Bat,Sports,Boat,5,126315,500,128,12,706947.36,COD,Paid,XpressBees,Cancelled,,5
ORD000323,16-10-2024,22-10-2024,C061,Customer 36,Female,26,Mumbai,Maharashtra,P008,Jeans,Fashion,Boat,3,86443,1000,256,5,271514.25,Wallet,,xpressbees,Returned,Wrong Product,
ORD000324,16-12-2025,,C451,Customer 189,Female,54,Pune,Maharashtra,P170,Jeans,Fashion,LG,3,38024,500,394,5,119664.3,Wallet,,XpressBees,Cancelled,,3
ORD000325,16-10-2025,18-10-2025,C001,Customer 412,Male,62,pune,Maharashtra,P185,Face Wash,Beauty,Apple,2,17557,0,250,12,39607.68,Wallet,Pending,Ecom Express,Returned,Wrong Product,5
ORD000326,05-01-2024,,C224,Customer 79,Male,69,Hyderabad,Telangana,P061,Cookware,Home & Kitchen,Samsung,5,21553,5000,462,5,108388.35,UPI,,Ecom Express,In Transit,,4
ORD000327,23-01-2024,,C212,Customer 481,Female,20,Pune,Maharashtra,P117,Laptop,Electronics,Lakme,3,56576,500,393,5,178102.05,Card,,Ecom Express,Cancelled,,3
ORD000328,06-10-2025,07-10-2025,C206,Customer 264,Female,50,Pune,Maharashtra,P015,T-Shirt,Fashion,Lakme,5,56313,500,390,12,315229.6,UPI,Paid,Ecom Express,Returned,Wrong Product,4
ORD000329,08-03-2024,,C455,Customer 494,Female,61,Bengaluru,Karnataka,P169,Bottle,Home & Kitchen,Lakme,3,105218,0,178,12,353731.84,Wallet,Paid,Blue Dart,In Transit,,3
ORD000330,22-09-2025,,C233,Customer 109,Female,60,Pune,Maharashtra,P005,Shoes,Fashion,Boat,1,89965,0,286,12,101081.12,COD,,xpressbees,In Transit,,3
ORD000331,07-12-2024,09-12-2024,C146,Customer 466,Female,57,Bengaluru,Karnataka,P049,Jeans,Fashion,LG,1,123134,5000,34,12,132348.16,UPI,,XpressBees,Delivered,,3
ORD000332,10-05-2025,15-05-2025,C222,Customer 225,Male,60,Pune,Maharashtra,P192,Laptop,Electronics,Nike,1,6281,1000,485,18,6803.88,UPI,,xpressbees,Returned,Wrong Product,5
ORD000333,28-05-2025,,C125,Customer 461,Female,39,Mumbai,Maharashtra,P139,Laptop,Electronics,LG,2,3703,500,480,18,8715.48,Wallet,,XpressBees,In Transit,,5
ORD000334,02-05-2024,08-05-2024,C447,Customer 254,Male,31,Mumbai,Maharashtra,P156,Mixer,Home & Kitchen,Lakme,1,14045,1000,39,5,13738.2,UPI,,xpressbees,Returned,Damaged,3
ORD000335,04-07-2025,08-07-2025,C187,Customer 495,Male,58,Mumbai,Maharashtra,P008,Face Wash,Beauty,Lakme,4,72835,0,239,18,344063.22,Net Banking,,Blue Dart,Delivered,,
ORD000336,16-04-2024,21-04-2024,C238,Customer 319,Female,32,Chennai,Tamil Nadu,P102,Sugar,Grocery,Apple,5,34313,500,352,18,202272.06,Net Banking,,Blue Dart,Delivered,,5
ORD000337,27-12-2025,,C299,Customer 191,Female,57,Mumbai,Maharashtra,P102,T-Shirt,Fashion,Lakme,2,47941,5000,443,5,95891.25,Card,Pending,xpressbees,Cancelled,,4
ORD000338,25-08-2024,01-09-2024,C384,Customer 11,Male,38,Bengaluru,Karnataka,P134,Bottle,Home & Kitchen,Samsung,2,67650,0,255,18,159954.9,Net Banking,,xpressbees,Delivered,,3
ORD000339,12-09-2025,,C137,Customer 460,Female,38,Delhi,Delhi,P190,Shoes,Fashion,LG,2,8774,0,416,18,21197.52,COD,Pending,XpressBees,In Transit,,3
ORD000340,23-12-2024,,C433,Customer 120,Male,41,Pune,Maharashtra,P027,Jeans,Fashion,Apple,1,46206,1000,159,18,53530.7,Google Pay,,xpressbees,In Transit,,
ORD000341,11-01-2024,13-01-2024,C076,Customer 469,Male,29,Hyderabad,Telangana,P149,Oil,Grocery,Nike,2,136697,0,72,5,287139.3,Net Banking,Paid,Blue Dart,Returned,Size Issue,
ORD000342,13-01-2024,,C267,Customer 304,Female,42,Chennai,Tamil Nadu,P043,Bottle,Home & Kitchen,Boat,2,31043,5000,112,12,64061.76,Card,,Blue Dart,Cancelled,,3
ORD000343,24-08-2025,,C011,Customer 109,Male,62,Pune,Maharashtra,P166,Jeans,Fashion,LG,3,88811,0,375,5,280148.4,Wallet,Paid,xpressbees,Cancelled,,5
ORD000344,16-11-2024,20-11-2024,C012,Customer 9,Female,62,Bengaluru,Karnataka,P195,T-Shirt,Fashion,Samsung,1,97116,5000,372,5,97112.4,COD,Paid,Ecom Express,Delivered,,5
ORD000345,17-10-2025,,C444,Customer 12,Female,50,Bengaluru,Karnataka,P090,T-Shirt,Fashion,Lakme,2,63852,500,389,18,150559.74,Net Banking,Pending,XpressBees,In Transit,,4
ORD000346,14-07-2025,21-07-2025,C081,Customer 304,Male,19,Mumbai,Maharashtra,P063,Face Wash,Beauty,Apple,1,118700,1000,470,5,124078.5,COD,Pending,Blue Dart,Returned,Wrong Product,4
ORD000347,26-11-2024,,C197,Customer 311,Female,38,Chennai,Tamil Nadu,P181,Rice,Grocery,LG,2,101397,1000,472,18,238673.88,COD,Paid,XpressBees,Cancelled,,5
ORD000348,01-12-2024,02-12-2024,C179,Customer 429,Female,60,Bengaluru,Karnataka,P011,Cookware,Home & Kitchen,Puma,4,62790,5000,296,5,258778.8,COD,Paid,xpressbees,Delivered,,5
ORD000349,22-09-2025,,C020,Customer 207,Male,26,Delhi,Delhi,P058,Cricket Bat,Sports,Apple,3,46273,500,171,12,155108.8,Wallet,,Blue Dart,In Transit,,3
ORD000350,30-01-2024,02-02-2024,C057,Customer 29,Female,56,Mumbai,Maharashtra,P197,Face Wash,Beauty,Apple,4,117209,5000,265,18,547639.18,COD,Paid,XpressBees,Delivered,,
ORD000351,06-07-2024,,C281,Customer 477,Male,32,Chennai,Tamil Nadu,P149,Rice,Grocery,Lakme,2,78313,0,51,18,184878.86,UPI,,Delhivery,In Transit,,4
ORD000352,03-02-2024,04-02-2024,C022,Customer 36,Male,23,Pune,Maharashtra,P184,Shampoo,Beauty,Lakme,5,25446,1000,427,18,149455.26,COD,Pending,Ecom Express,Delivered,,3
ORD000353,17-11-2025,,C471,Customer 11,Male,21,Hyderabad,Telangana,P096,Earbuds,Electronics,Puma,2,9476,0,413,18,22850.7,Google Pay,Pending,Ecom Express,Cancelled,,3
ORD000354,25-06-2025,02-07-2025,C069,Customer 353,Female,66,Delhi,Delhi,P015,Cricket Bat,Sports,Samsung,2,20221,5000,148,5,37369.5,Wallet,Pending,XpressBees,Delivered,,3
ORD000355,11-05-2024,,C430,Customer 171,Female,19,Delhi,Delhi,P052,Yoga Mat,Sports,LG,3,21308,500,392,12,71473.92,Google Pay,Paid,Blue Dart,In Transit,,
ORD000356,09-02-2024,,C353,Customer 420,Male,30,Mumbai,Maharashtra,P012,Phone,Electronics,Nike,2,46537,5000,211,12,98879.2,Card,,xpressbees,Cancelled,,4
ORD000357,14-01-2024,,C446,Customer 367,Male,18,pune,Maharashtra,P118,Bottle,Home & Kitchen,Boat,2,114257,0,246,18,269936.8,Google Pay,,XpressBees,Cancelled,,5
ORD000358,25-03-2024,28-03-2024,C481,Customer 89,Female,31,pune,Maharashtra,P136,Phone,Electronics,Samsung,5,134412,5000,114,18,787265.32,Wallet,Pending,Delhivery,Returned,Wrong Product,5
ORD000359,20-08-2024,,C255,Customer 279,Male,32,Hyderabad,Telangana,P041,T-Shirt,Fashion,Samsung,1,38902,1000,16,18,44743.24,Card,Pending,XpressBees,In Transit,,4
ORD000360,25-07-2024,29-07-2024,C268,Customer 270,Male,18,pune,Maharashtra,P175,Phone,Electronics,Samsung,4,106738,1000,492,18,503203.92,Net Banking,,xpressbees,Delivered,,4
ORD000361,28-08-2024,03-09-2024,C219,Customer 379,Male,31,pune,Maharashtra,P053,Mixer,Home & Kitchen,Apple,2,57834,5000,53,18,130650.78,COD,Pending,XpressBees,Delivered,,3
ORD000362,10-02-2024,12-02-2024,C060,Customer 8,Male,18,pune,Maharashtra,P181,Shoes,Fashion,Apple,2,29029,5000,75,5,55789.65,Google Pay,Paid,Delhivery,Delivered,,3
ORD000363,22-09-2024,,C115,Customer 364,Male,63,pune,Maharashtra,P130,Rice,Grocery,Apple,3,34767,5000,308,12,111562.08,Card,Paid,Blue Dart,Cancelled,,3
ORD000364,23-08-2024,,C491,Customer 405,Male,53,Mumbai,Maharashtra,P169,Shoes,Fashion,Lakme,5,143379,0,369,5,753127.2,Card,Pending,Ecom Express,Cancelled,,5
ORD000365,09-02-2025,,C367,Customer 232,Female,24,Bengaluru,Karnataka,P094,Cricket Bat,Sports,LG,2,78604,500,319,12,175870.24,UPI,,Blue Dart,Cancelled,,5
ORD000366,09-01-2024,11-01-2024,C442,Customer 333,Female,34,Pune,Maharashtra,P089,Yoga Mat,Sports,Samsung,2,14262,5000,182,12,26550.72,Net Banking,Pending,Ecom Express,Returned,Damaged,4
ORD000367,23-06-2025,27-06-2025,C220,Customer 208,Female,28,Hyderabad,Telangana,P112,Shampoo,Beauty,Lakme,3,58127,1000,401,18,205062.76,Wallet,Paid,Ecom Express,Returned,Size Issue,5
ORD000368,01-11-2025,,C335,Customer 395,Male,61,Bengaluru,Karnataka,P140,Shoes,Fashion,Apple,4,121724,5000,395,5,506405.55,Card,Pending,XpressBees,In Transit,,5
ORD000369,03-11-2024,04-11-2024,C345,Customer 21,Male,33,Mumbai,Maharashtra,P135,Lipstick,Beauty,Samsung,1,63208,1000,424,18,73905.76,COD,Pending,xpressbees,Delivered,,3
ORD000370,16-10-2024,19-10-2024,C366,Customer 153,Female,49,Bengaluru,Karnataka,P166,Cricket Bat,Sports,Boat,4,115249,1000,148,18,542969.92,Google Pay,Paid,Ecom Express,Returned,Size Issue,5
ORD000371,11-03-2025,15-03-2025,C391,Customer 344,Female,56,Hyderabad,Telangana,P093,Sugar,Grocery,Boat,4,4753,1000,471,12,20700.96,Wallet,Paid,Blue Dart,Returned,Size Issue,4
ORD000372,24-11-2025,30-11-2025,C302,Customer 140,Male,18,Chennai,Tamil Nadu,P189,Bottle,Home & Kitchen,Puma,5,70200,5000,155,5,363462.75,Net Banking,Paid,XpressBees,Returned,Size Issue,4
ORD000373,20-12-2025,,C363,Customer 486,Male,26,Mumbai,Maharashtra,P100,Mixer,Home & Kitchen,Boat,4,33098,5000,101,12,142792.16,Google Pay,,XpressBees,In Transit,,5
ORD000374,13-06-2024,15-06-2024,C153,Customer 267,Female,26,pune,Maharashtra,P034,Cookware,Home & Kitchen,Puma,4,70216,5000,102,12,309081.92,Net Banking,Pending,Ecom Express,Returned,Wrong Product,4
ORD000375,09-02-2024,,C429,Customer 209,Male,70,Chennai,Tamil Nadu,P095,Bottle,Home & Kitchen,Samsung,4,16690,5000,175,5,65031.75,UPI,Paid,Ecom Express,In Transit,,3
ORD000376,15-12-2025,18-12-2025,C171,Customer 316,Male,28,Delhi,Delhi,P038,Oil,Grocery,Lakme,1,149238,0,227,12,167400.8,Card,,Blue Dart,Returned,Damaged,4
ORD000377,29-12-2025,,C086,Customer 213,Male,35,Chennai,Tamil Nadu,P054,Football,Sports,Boat,5,34674,500,391,18,204447.98,Card,Pending,Delhivery,In Transit,,
ORD000378,25-08-2025,,C094,Customer 469,Male,64,Mumbai,Maharashtra,P081,Earbuds,Electronics,Puma,2,33039,500,446,12,73946.88,Wallet,Pending,Ecom Express,Cancelled,,3
ORD000379,28-10-2025,03-11-2025,C280,Customer 346,Male,18,Bengaluru,Karnataka,P063,Oil,Grocery,Nike,4,85754,5000,38,5,354956.7,Card,Pending,Blue Dart,Returned,Wrong Product,3
ORD000380,19-06-2025,,C074,Customer 305,Female,57,Pune,Maharashtra,P066,Cricket Bat,Sports,Samsung,2,98172,1000,448,18,231034.56,UPI,,Delhivery,Cancelled,,3
ORD000381,05-06-2025,10-06-2025,C236,Customer 291,Male,55,pune,Maharashtra,P009,Laptop,Electronics,Apple,2,11622,500,242,5,24135.3,UPI,,XpressBees,Delivered,,3
ORD000382,26-03-2025,,C010,Customer 419,Male,64,pune,Maharashtra,P118,Phone,Electronics,Samsung,2,31636,0,254,18,74960.68,UPI,Pending,xpressbees,Cancelled,,4
ORD000383,22-01-2025,,C454,Customer 487,Female,69,Chennai,Tamil Nadu,P194,T-Shirt,Fashion,LG,5,98300,0,216,5,516301.8,Net Banking,,Blue Dart,Cancelled,,4
ORD000384,21-02-2024,22-02-2024,C418,Customer 418,Female,59,Bengaluru,Karnataka,P160,Cookware,Home & Kitchen,Lakme,1,66545,1000,205,12,73640,Wallet,Pending,Ecom Express,Delivered,,3
ORD000385,20-09-2025,,C245,Customer 420,Female,65,Chennai,Tamil Nadu,P147,Shampoo,Beauty,Apple,2,142905,500,246,18,336956.08,Wallet,,Ecom Express,Cancelled,,4
ORD000386,28-11-2025,29-11-2025,C116,Customer 47,Female,62,Delhi,Delhi,P056,Shampoo,Beauty,Lakme,3,119057,5000,289,18,415902.8,COD,Pending,Delhivery,Returned,Damaged,5
ORD000387,12-07-2025,18-07-2025,C228,Customer 492,Female,32,Pune,Maharashtra,P087,Jeans,Fashion,LG,4,17787,500,230,12,79383.36,UPI,,Ecom Express,Returned,Size Issue,4
ORD000388,07-03-2024,10-03-2024,C151,Customer 100,Female,23,Mumbai,Maharashtra,P124,Football,Sports,Puma,2,53142,500,333,18,125218.06,UPI,Pending,Delhivery,Delivered,,3
ORD000389,30-06-2024,05-07-2024,C079,Customer 287,Female,21,Hyderabad,Telangana,P136,Rice,Grocery,Samsung,2,42034,0,140,18,99365.44,Google Pay,Paid,Delhivery,Delivered,,3
ORD000390,09-02-2025,10-02-2025,C335,Customer 70,Female,59,Pune,Maharashtra,P132,Face Wash,Beauty,Nike,4,5047,5000,481,12,17549.28,Net Banking,Pending,xpressbees,Returned,Size Issue,5
ORD000391,27-01-2024,,C237,Customer 410,Female,48,Bengaluru,Karnataka,P137,Football,Sports,Samsung,1,49198,500,321,5,51469.95,Net Banking,Pending,Delhivery,In Transit,,4
ORD000392,09-04-2025,11-04-2025,C232,Customer 21,Female,55,Mumbai,Maharashtra,P025,Sugar,Grocery,Apple,5,36832,500,277,18,217045.66,UPI,Pending,XpressBees,Delivered,,3
ORD000393,22-04-2025,,C096,Customer 349,Female,57,Bengaluru,Karnataka,P052,Phone,Electronics,Lakme,4,79070,0,12,5,332106.6,Wallet,,Ecom Express,In Transit,,4
ORD000394,18-10-2024,19-10-2024,C071,Customer 210,Male,29,Delhi,Delhi,P133,Shoes,Fashion,Lakme,1,85133,5000,330,5,84486.15,COD,Pending,Blue Dart,Returned,Wrong Product,3
ORD000395,04-08-2024,08-08-2024,C224,Customer 148,Male,21,Hyderabad,Telangana,P164,Oil,Grocery,Lakme,3,127203,0,193,12,427618.24,Wallet,Paid,Blue Dart,Delivered,,3
ORD000396,02-01-2025,09-01-2025,C180,Customer 234,Male,27,Pune,Maharashtra,P043,Rice,Grocery,LG,1,5300,500,280,5,5334,UPI,Pending,Ecom Express,Returned,Wrong Product,4
ORD000397,24-08-2025,28-08-2025,C461,Customer 204,Male,64,Pune,Maharashtra,P114,Laptop,Electronics,LG,3,144628,0,60,5,455641.2,UPI,Paid,Delhivery,Returned,Wrong Product,5
ORD000398,07-09-2025,,C100,Customer 475,Male,64,Delhi,Delhi,P090,Oil,Grocery,Nike,4,127140,500,30,18,599546.2,Net Banking,Pending,Ecom Express,In Transit,,
ORD000399,20-03-2024,26-03-2024,C441,Customer 368,Female,45,Chennai,Tamil Nadu,P124,Shoes,Fashion,LG,4,129529,1000,332,5,543320.4,UPI,Paid,Delhivery,Delivered,,
ORD000400,09-08-2025,14-08-2025,C365,Customer 478,Male,42,Bengaluru,Karnataka,P061,Cookware,Home & Kitchen,Apple,1,26420,5000,275,12,24298.4,COD,,Delhivery,Returned,Wrong Product,5
ORD000401,16-04-2025,23-04-2025,C268,Customer 316,Male,39,Chennai,Tamil Nadu,P117,Lipstick,Beauty,Apple,4,40988,500,231,18,193145.94,COD,Pending,XpressBees,Returned,Damaged,5
ORD000402,11-07-2025,,C306,Customer 436,Male,19,Chennai,Tamil Nadu,P166,Bottle,Home & Kitchen,Nike,2,119969,1000,39,18,281992.86,Net Banking,Pending,Ecom Express,Cancelled,,5
ORD000403,08-01-2025,12-01-2025,C381,Customer 59,Male,26,Mumbai,Maharashtra,P138,Phone,Electronics,Boat,1,18561,1000,208,18,20967.42,Net Banking,Pending,XpressBees,Delivered,,5
ORD000404,11-01-2025,,C028,Customer 92,Female,47,Pune,Maharashtra,P091,Face Wash,Beauty,Samsung,2,34529,500,290,12,77109.76,Card,Pending,xpressbees,In Transit,,4
ORD000405,23-04-2024,28-04-2024,C355,Customer 382,Female,54,pune,Maharashtra,P032,Shampoo,Beauty,LG,2,142359,5000,35,5,293740.65,Card,Paid,Ecom Express,Delivered,,5
ORD000406,05-04-2025,,C111,Customer 266,Female,38,Chennai,Tamil Nadu,P139,Bottle,Home & Kitchen,Puma,3,46859,1000,190,12,156539.04,COD,Paid,Blue Dart,In Transit,,3
ORD000407,28-07-2025,03-08-2025,C066,Customer 90,Female,22,Mumbai,Maharashtra,P166,Mixer,Home & Kitchen,LG,3,71675,5000,257,12,235515.84,UPI,Pending,Delhivery,Delivered,,5
ORD000408,07-04-2024,12-04-2024,C471,Customer 177,Female,46,Mumbai,Maharashtra,P067,Sugar,Grocery,Apple,3,46227,0,359,18,164067.2,UPI,,XpressBees,Returned,Damaged,3
ORD000409,17-01-2024,,C453,Customer 22,Male,29,pune,Maharashtra,P088,Lipstick,Beauty,Apple,1,82856,500,313,12,92589.28,Card,,Ecom Express,Cancelled,,3
ORD000410,15-12-2025,,C488,Customer 452,Male,45,pune,Maharashtra,P086,Bottle,Home & Kitchen,Boat,4,63793,1000,228,12,284928,Wallet,,Ecom Express,In Transit,,5
ORD000411,25-11-2025,27-11-2025,C370,Customer 199,Female,24,pune,Maharashtra,P020,T-Shirt,Fashion,Nike,3,141407,500,373,5,445298.7,Card,,xpressbees,Returned,Damaged,3
